SpoonWood03
0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
2.334,11,1	-6.5787,1.6349,4.5542,354.0652,350.6995,1.2657	-6.7897,0.7765,5.0495,76.1087,315.032,304.1988	-6.3367,1.1175,4.7382,350.4351,40.9017,63.352	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3332,1.1026,4.7091,334.1852,3.3307,119.1049	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3563,11,1	-6.5786,1.6349,4.5542,354.0746,350.7405,1.2148	-6.7897,0.7765,5.0495,76.1089,315.0293,304.1957	-6.3452,1.1161,4.7391,351.4299,38.7013,61.7534	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.341,1.0995,4.7109,334.7684,1.5444,118.6809	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3784,11,1	-6.5785,1.6349,4.5542,354.0827,350.7763,1.179	-6.7897,0.7765,5.0495,76.1115,315.03,304.1967	-6.356,1.1152,4.7397,352.781,36.0173,59.1862	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3508,1.0973,4.7123,334.7651,359.8028,116.8323	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4008,11,1	-6.5783,1.6349,4.5543,354.1194,350.8259,1.1365	-6.7897,0.7765,5.0495,76.1119,315.0261,304.192	-6.3692,1.1125,4.7397,356.1533,31.6581,57.6009	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3612,1.0969,4.7115,335.7493,357.3707,114.0949	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4226,11,1	-6.5783,1.6349,4.5543,354.1287,350.8212,1.1195	-6.7897,0.7765,5.0495,76.1132,315.0297,304.1959	-6.3827,1.1088,4.7395,3.248,28.3735,53.4861	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3764,1.0973,4.7095,338.0938,356.1793,108.5097	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4451,11,1	-6.5783,1.6349,4.5543,354.1203,350.8009,1.1024	-6.7897,0.7765,5.0495,76.1144,315.0332,304.1985	-6.3981,1.1088,4.7387,11.9934,22.4992,42.0083	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3941,1.0976,4.7083,340.1259,356.0076,97.922	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4688,11,1	-6.5783,1.6349,4.5543,354.1115,350.7751,1.0802	-6.7897,0.7765,5.0495,76.1166,315.0309,304.1964	-6.4116,1.1125,4.7376,16.1993,16.7926,29.6287	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4109,1.0983,4.7081,340.4237,356.7257,85.812	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4904,11,1	-6.5783,1.6349,4.5543,354.1227,350.7613,1.0074	-6.7897,0.7765,5.0495,76.1188,315.0291,304.1942	-6.4254,1.1163,4.7353,18.5605,9.6154,19.8105	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4236,1.1014,4.7063,340.4176,356.5256,74.8642	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5115,11,1	-6.5782,1.6349,4.5543,354.1375,350.7805,0.9846	-6.7897,0.7765,5.0495,76.1196,315.0303,304.1959	-6.4387,1.119,4.7315,22.0596,0.3151,10.7478	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4331,1.1073,4.7017,341.6045,354.7968,64.7739	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5336,11,1	-6.5781,1.6349,4.5544,354.123,350.8039,0.9595	-6.7897,0.7765,5.0495,76.1201,315.0307,304.197	-6.4494,1.1225,4.7277,24.8852,352.2841,2.804	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4417,1.1134,4.6974,343.3955,352.6152,55.9729	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5558,11,1	-6.5781,1.6349,4.5543,354.0906,350.8267,0.9392	-6.7897,0.7765,5.0495,76.1222,315.0267,304.1935	-6.4558,1.1285,4.7255,24.1566,349.4411,357.4688	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4515,1.1169,4.6955,343.6803,351.9633,49.2348	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5781,11,1	-6.578,1.6349,4.5543,354.062,350.8265,0.9355	-6.7897,0.7765,5.0495,76.1238,315.0242,304.1918	-6.4604,1.1344,4.724,22.5736,347.8032,353.723	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4585,1.1206,4.6943,343.0076,352.1132,44.1581	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.601,11,1	-6.578,1.635,4.5543,354.0293,350.8369,0.9187	-6.7897,0.7765,5.0495,76.1246,315.0228,304.1906	-6.4645,1.1384,4.7213,22.2449,343.9146,350.7101	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4603,1.1252,4.6919,342.7238,351.1869,40.1552	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6234,11,1	-6.5779,1.635,4.5542,354.0056,350.8375,0.8914	-6.7897,0.7765,5.0495,76.1265,315.0199,304.1874	-6.4681,1.1419,4.7178,21.8624,338.7708,347.5598	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4604,1.1293,4.6889,342.6312,349.0856,36.6471	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6452,11,1	-6.5779,1.635,4.5542,353.9954,350.8397,0.8631	-6.7897,0.7765,5.0495,76.1283,315.0218,304.1879	-6.4689,1.1449,4.7153,21.6139,334.5276,343.9327	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4608,1.1331,4.6863,342.7636,347.1107,33.0751	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6671,11,1	-6.5779,1.635,4.5542,354.0044,350.8445,0.8404	-6.7897,0.7765,5.0495,76.1296,315.0239,304.1896	-6.4645,1.1475,4.7167,20.7004,335.4091,341.098	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4626,1.1353,4.6863,342.5657,347.7018,29.8185	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6896,11,1	-6.5778,1.635,4.5543,354.0416,350.865,0.7971	-6.7897,0.7765,5.0495,76.1303,315.027,304.1921	-6.4573,1.1471,4.7202,21.0169,339.0982,341.5074	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4602,1.1357,4.6888,342.5863,349.8855,28.6088	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7114,11,1	-6.5778,1.635,4.5543,354.0875,350.8911,0.7695	-6.7897,0.7765,5.0495,76.1305,315.0234,304.1886	-6.4489,1.1441,4.7235,22.3906,343.2452,345.3568	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4525,1.1337,4.6919,342.9862,351.6815,30.1753	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7344,11,1	-6.5777,1.6349,4.5544,354.1265,350.8979,0.7464	-6.7897,0.7765,5.0495,76.1322,315.0191,304.1843	-6.4382,1.1403,4.7278,23.2781,349.1976,350.3629	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4442,1.13,4.6961,343.3103,353.8907,33.494	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7572,11,1	-6.5777,1.6349,4.5545,354.1877,350.8749,0.7127	-6.7897,0.7765,5.0495,76.1335,315.0156,304.1796	-6.4251,1.1352,4.7331,24.0164,358.5799,358.1957	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4354,1.125,4.7014,343.662,357.0863,38.9417	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7796,11,1	-6.5777,1.6348,4.5545,354.2375,350.8449,0.6969	-6.7897,0.7765,5.0495,76.1346,315.0118,304.1763	-6.4103,1.1309,4.738,23.0831,8.7836,6.1295	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4249,1.119,4.7075,343.4838,1.2066,45.5851	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.801,11,1	-6.5777,1.6347,4.5546,354.2869,350.7802,0.6843	-6.7897,0.7765,5.0495,76.1337,315.0035,304.1688	-6.3954,1.1288,4.7404,21.0702,16.3104,12.6054	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4109,1.1146,4.7116,342.6544,4.7802,52.0619	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.823,11,1	-6.5778,1.6347,4.5547,354.3382,350.7525,0.6661	-6.7897,0.7765,5.0495,76.1359,315.0051,304.1703	-6.3808,1.128,4.7414,19.5698,22.2187,17.982	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3961,1.1132,4.7134,341.9369,7.6055,57.9625	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.8457,11,1	-6.5779,1.6346,4.5547,354.3842,350.6731,0.7114	-6.7897,0.7765,5.0495,76.1369,315.0031,304.1674	-6.3657,1.1284,4.7423,16.7353,29.497,23.4248	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3829,1.1118,4.7158,340.825,10.8423,63.9347	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.8671,11,1	-6.578,1.6345,4.5548,354.4165,350.602,0.7402	-6.7897,0.7765,5.0495,76.1396,314.9971,304.1622	-6.3511,1.1306,4.7422,12.2491,36.0731,27.6338	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3694,1.1103,4.7183,338.6911,14.2021,69.7082	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.8899,11,1	-6.5781,1.6345,4.5548,354.4393,350.5751,0.7657	-6.7897,0.7765,5.0495,76.1416,314.9977,304.1631	-6.3399,1.1327,4.741,6.5905,40.5972,32.9842	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3548,1.1093,4.7184,335.8088,15.9989,76.4813	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.9113,11,1	-6.5782,1.6345,4.5548,354.4602,350.5712,0.7632	-6.7897,0.7765,5.0495,76.1427,314.9977,304.164	-6.3321,1.1338,4.7396,1.8434,42.8079,38.7231	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3418,1.1101,4.7164,333.3911,15.7874,83.913	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.9337,11,1	-6.5782,1.6344,4.5549,354.4881,350.5661,0.8082	-6.7897,0.7765,5.0495,76.1429,314.9996,304.1667	-6.3252,1.1355,4.7387,357.8595,45.2179,42.1415	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3337,1.1113,4.7157,331.3148,15.4489,90.3699	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.956,11,1	-6.5783,1.6344,4.5549,354.537,350.5696,0.8264	-6.7897,0.7765,5.0495,76.143,314.9968,304.1644	-6.3198,1.138,4.7379,355.148,47.7008,42.3191	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3297,1.1126,4.7164,329.1772,16.1293,94.3057	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.9779,11,1	-6.5783,1.6343,4.555,354.6149,350.6198,0.8349	-6.7897,0.7765,5.0495,76.1435,314.9979,304.1663	-6.3179,1.1389,4.7371,353.0123,48.6324,43.1876	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3264,1.1136,4.7157,327.4477,16.3072,97.3396	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0001,11,1	-6.5783,1.6342,4.5551,354.6904,350.6705,0.8724	-6.7897,0.7765,5.0495,76.1445,314.9981,304.1663	-6.3207,1.1376,4.7368,350.834,46.1923,46.8485	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3229,1.1141,4.713,326.6784,13.7618,101.5355	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0237,11,1	-6.5783,1.6341,4.5552,354.7593,350.703,0.8915	-6.7897,0.7765,5.0495,76.1459,315.0003,304.1682	-6.3261,1.1361,4.7371,348.1991,42.9255,50.9467	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3225,1.1136,4.7119,326.3566,9.4776,106.6358	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0444,11,1	-6.5783,1.6341,4.5553,354.818,350.7418,0.8976	-6.7897,0.7765,5.0495,76.1455,314.9986,304.1658	-6.3302,1.1342,4.7375,345.8615,41.8371,54.1759	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3256,1.1122,4.7123,326.2615,5.948,111.5322	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0672,11,1	-6.5782,1.634,4.5553,354.8237,350.7515,0.9005	-6.7897,0.7765,5.0495,76.1488,314.9957,304.1616	-6.3374,1.1297,4.7381,345.6609,39.938,58.3449	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3313,1.1111,4.7111,327.494,2.7009,115.9521	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.089,11,1	-6.5782,1.634,4.5554,354.8428,350.7795,0.8871	-6.7897,0.7765,5.0495,76.1496,314.9902,304.158	-6.3466,1.1237,4.7391,347.747,36.6697,61.3884	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3386,1.1089,4.7102,329.9885,359.506,118.6359	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1114,11,1	-6.5782,1.634,4.5554,354.8815,350.7974,0.836	-6.7897,0.7765,5.0495,76.1505,314.9858,304.153	-6.3571,1.1188,4.7397,350.8788,33.6614,60.4054	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3491,1.1045,4.7109,332.1651,357.1545,118.079	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.134,11,1	-6.5781,1.6339,4.5555,354.948,350.8208,0.786	-6.7897,0.7765,5.0495,76.1516,314.9817,304.1483	-6.3692,1.1137,4.74,355.3766,30.2328,57.6148	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3612,1.1001,4.711,334.1877,355.341,114.8792	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
